Tengo,Salario.mensual.BRUTO..en.tu.moneda.local.,X.Tenés.guardias._No,X.Tenés.guardias._Sí..activa,X.Tenés.guardias._Sí..pasiva,X.Programás.como.hobbie._No,X.Programás.como.hobbie._Sí,X.Tuviste.ajustes.por.inflación.en.2019._Dos,X.Tuviste.ajustes.por.inflación.en.2019._Más.de.tres,X.Tuviste.ajustes.por.inflación.en.2019._No,X.Tuviste.ajustes.por.inflación.en.2019._Tres,X.Tuviste.ajustes.por.inflación.en.2019._Uno
25,105000,1,0,0,0,1,0,0,0,0,1
25,40,1,0,0,1,0,1,0,0,0,0
22,50000,1,0,0,0,1,1,0,0,0,0
26,35000,1,0,0,0,1,1,0,0,0,0
37,62000,1,0,0,0,1,0,0,0,0,1
43,200000,1,0,0,0,1,0,0,0,1,0
43,98685,1,0,0,0,1,1,0,0,0,0
32,146000,1,0,0,0,1,0,0,0,1,0
22,66000,1,0,0,1,0,1,0,0,0,0
43,110000,1,0,0,0,1,0,1,0,0,0
45,78000,1,0,0,1,0,0,0,0,0,1
24,75,1,0,0,0,1,0,0,0,0,1
31,96000,1,0,0,0,1,0,0,0,0,1
24,100000,0,0,1,0,1,1,0,0,0,0
31,33400,1,0,0,0,1,1,0,0,0,0
36,176737,1,0,0,1,0,1,0,0,0,0
32,348000,0,0,1,0,1,0,0,1,0,0
23,33000,1,0,0,0,1,0,0,1,0,0
40,100000,1,0,0,1,0,0,0,1,0,0
22,60222,1,0,0,0,1,0,0,0,1,0
29,54000,1,0,0,0,1,0,0,0,0,1
26,100000,1,0,0,0,1,0,0,1,0,0
40,110000,0,0,1,1,0,1,0,0,0,0
41,58945,0,0,1,0,1,0,0,0,0,1
28,65000,1,0,0,1,0,0,0,1,0,0
41,130,1,0,0,0,1,0,0,1,0,0
32,220000,1,0,0,0,1,1,0,0,0,0
22,30000,1,0,0,0,1,0,0,1,0,0
32,103000,1,0,0,0,1,0,0,0,1,0
32,380000,1,0,0,1,0,0,0,0,0,1
33,185000,1,0,0,0,1,0,1,0,0,0
35,138000,0,0,1,0,1,0,0,0,0,1
27,62900,1,0,0,0,1,0,0,0,0,1
30,118000,0,0,1,0,1,1,0,0,0,0
35,103270,0,1,0,0,1,0,0,0,0,1
33,67000,0,0,1,0,1,1,0,0,0,0
30,40000,1,0,0,0,1,0,0,0,0,1
29,66000,1,0,0,0,1,0,0,0,0,1
29,61000,1,0,0,1,0,0,0,0,0,1
25,84000,1,0,0,0,1,0,0,0,0,1
25,200000,0,0,1,0,1,0,1,0,0,0
29,46000,1,0,0,0,1,0,0,1,0,0
22,25300,1,0,0,0,1,0,0,0,1,0
37,160000,1,0,0,0,1,1,0,0,0,0
25,34000,1,0,0,1,0,0,0,0,0,1
30,140000,1,0,0,0,1,0,0,0,1,0
35,115000,0,0,1,1,0,0,0,1,0,0
40,123000,0,0,1,1,0,0,0,0,1,0
37,72000,1,0,0,1,0,1,0,0,0,0
25,33000,1,0,0,1,0,1,0,0,0,0
44,150000,0,0,1,0,1,0,0,0,0,1
25,28000,1,0,0,0,1,0,0,1,0,0
30,80000,1,0,0,0,1,0,0,0,1,0
34,147555,1,0,0,1,0,1,0,0,0,0
31,88000,0,0,1,1,0,0,0,0,1,0
24,71300,1,0,0,0,1,0,0,0,0,1
31,90000,1,0,0,1,0,1,0,0,0,0
33,90000,1,0,0,0,1,0,0,0,1,0
25,30000,1,0,0,1,0,0,0,1,0,0
30,52,1,0,0,0,1,0,0,0,0,1
24,60000,1,0,0,1,0,0,0,0,0,1
41,200000,0,0,1,1,0,0,0,0,0,1
26,83000,0,0,1,1,0,0,0,0,1,0
26,58000,1,0,0,0,1,1,0,0,0,0
35,140000,1,0,0,0,1,1,0,0,0,0
28,100890,1,0,0,1,0,0,0,0,1,0
28,100000,1,0,0,1,0,1,0,0,0,0
36,103,1,0,0,1,0,0,0,0,1,0
42,104000,0,0,1,0,1,0,0,0,0,1
23,150000,1,0,0,1,0,0,0,1,0,0
24,45000,0,0,1,1,0,0,0,0,0,1
38,34000,0,0,1,1,0,0,0,0,0,1
41,115436,1,0,0,1,0,0,1,0,0,0
32,57700,1,0,0,1,0,0,0,0,0,1
38,102953,1,0,0,1,0,1,0,0,0,0
34,160000,1,0,0,1,0,0,1,0,0,0
45,145000,1,0,0,1,0,0,1,0,0,0
22,55000,1,0,0,1,0,0,0,1,0,0
30,194000,1,0,0,0,1,0,1,0,0,0
29,70000,1,0,0,1,0,0,0,0,0,1
29,126000,1,0,0,1,0,0,0,1,0,0
27,87000,1,0,0,0,1,1,0,0,0,0
25,70000,1,0,0,0,1,1,0,0,0,0
22,100000,1,0,0,0,1,1,0,0,0,0
33,70000,1,0,0,0,1,1,0,0,0,0
40,237600,1,0,0,1,0,0,0,1,0,0
39,157500,1,0,0,1,0,0,0,1,0,0
25,73000,1,0,0,1,0,0,0,0,1,0
39,27000,1,0,0,0,1,0,0,1,0,0
23,38000,0,1,0,1,0,0,0,0,0,1
25,66150,1,0,0,1,0,0,1,0,0,0
24,45000,1,0,0,0,1,0,0,0,0,1
33,65000,1,0,0,1,0,1,0,0,0,0
22,32800,1,0,0,0,1,0,0,1,0,0
39,67500,1,0,0,1,0,0,0,1,0,0
36,141600,0,0,1,0,1,1,0,0,0,0
33,89000,1,0,0,0,1,0,0,0,1,0
44,164000,1,0,0,0,1,1,0,0,0,0
39,95000,0,0,1,1,0,1,0,0,0,0
26,100000,0,0,1,0,1,0,0,0,1,0
26,95000,1,0,0,0,1,0,0,0,0,1
29,97000,1,0,0,0,1,0,1,0,0,0
23,65000,1,0,0,0,1,0,0,0,0,1
22,450000,1,0,0,0,1,1,0,0,0,0
40,185000,0,0,1,0,1,0,0,0,1,0
30,132500,1,0,0,0,1,0,0,0,0,1
43,120000,0,0,1,0,1,0,0,0,0,1
29,36000,0,0,1,0,1,0,0,1,0,0
46,290000,0,0,1,1,0,0,0,0,1,0
34,90000,0,0,1,0,1,0,1,0,0,0
32,300000,1,0,0,1,0,0,0,0,0,1
46,138131,1,0,0,0,1,0,0,1,0,0
46,44000,1,0,0,1,0,1,0,0,0,0
35,104000,1,0,0,0,1,1,0,0,0,0
31,75000,1,0,0,0,1,1,0,0,0,0
37,69575,1,0,0,1,0,0,0,0,1,0
25,40800,0,0,1,1,0,1,0,0,0,0
44,160000,1,0,0,0,1,0,0,0,0,1
40,159000,1,0,0,1,0,1,0,0,0,0
40,31000,1,0,0,0,1,0,0,1,0,0
29,305000,1,0,0,1,0,0,0,1,0,0
24,120000,1,0,0,0,1,1,0,0,0,0
25,82000,1,0,0,0,1,1,0,0,0,0
26,98000,0,0,1,1,0,0,0,0,0,1
43,70000,1,0,0,0,1,1,0,0,0,0
35,150000,0,0,1,0,1,1,0,0,0,0
37,80000,1,0,0,0,1,1,0,0,0,0
39,116706,1,0,0,1,0,1,0,0,0,0
34,58000,1,0,0,1,0,0,0,1,0,0
28,100000,1,0,0,1,0,0,0,0,0,1
30,85000,1,0,0,1,0,1,0,0,0,0
34,160000,0,0,1,1,0,1,0,0,0,0
36,80000,1,0,0,1,0,0,0,1,0,0
40,74000,1,0,0,0,1,1,0,0,0,0
22,31000,1,0,0,0,1,0,0,0,0,1
26,73140,1,0,0,1,0,1,0,0,0,0
38,100000,1,0,0,1,0,0,0,0,1,0
34,94415,1,0,0,1,0,0,0,0,1,0
33,152000,1,0,0,0,1,0,0,1,0,0
30,69800,1,0,0,0,1,1,0,0,0,0
29,115000,0,1,0,0,1,0,0,0,0,1
28,64000,0,0,1,1,0,0,0,1,0,0
35,40000,1,0,0,0,1,0,0,0,1,0
29,155000,1,0,0,0,1,1,0,0,0,0
23,55000,1,0,0,0,1,0,0,1,0,0
23,62000,1,0,0,0,1,0,0,1,0,0
32,95000,1,0,0,1,0,1,0,0,0,0
28,125000,0,0,1,1,0,0,1,0,0,0
35,100000,1,0,0,1,0,0,1,0,0,0
27,100000,1,0,0,0,1,1,0,0,0,0
30,36400,1,0,0,0,1,0,0,0,0,1
33,51327,1,0,0,0,1,1,0,0,0,0
22,39000,1,0,0,0,1,0,0,1,0,0
33,160000,0,0,1,0,1,0,0,1,0,0
42,115000,0,0,1,0,1,0,1,0,0,0
37,41000,1,0,0,0,1,0,0,0,0,1
39,112000,0,0,1,0,1,1,0,0,0,0
33,46000,1,0,0,0,1,0,0,1,0,0
34,164000,1,0,0,0,1,1,0,0,0,0
30,107000,0,0,1,1,0,0,0,0,1,0
30,500000,1,0,0,0,1,0,0,1,0,0
34,180000,1,0,0,1,0,0,0,0,1,0
31,61300,1,0,0,1,0,1,0,0,0,0
25,128000,1,0,0,1,0,0,0,0,1,0
25,128000,1,0,0,1,0,0,0,0,1,0
25,128000,1,0,0,1,0,0,0,0,1,0
22,48000,1,0,0,1,0,0,0,1,0,0
46,64000,1,0,0,0,1,1,0,0,0,0
31,77500,1,0,0,0,1,1,0,0,0,0
22,68000,1,0,0,0,1,0,0,1,0,0
41,78000,1,0,0,0,1,1,0,0,0,0
26,48000,1,0,0,0,1,0,0,1,0,0
31,61000,0,0,1,1,0,1,0,0,0,0
35,76000,1,0,0,0,1,1,0,0,0,0
29,54000,0,0,1,1,0,0,0,1,0,0
41,70600,0,0,1,0,1,0,0,0,1,0
23,70000,1,0,0,0,1,1,0,0,0,0
32,100000,1,0,0,0,1,0,0,1,0,0
22,126000,1,0,0,0,1,0,1,0,0,0
46,74505,1,0,0,0,1,1,0,0,0,0
35,72203,1,0,0,0,1,1,0,0,0,0
32,45000,1,0,0,1,0,0,0,0,0,1
33,110000,1,0,0,1,0,1,0,0,0,0
35,111000,0,0,1,0,1,1,0,0,0,0
23,35000,1,0,0,0,1,0,1,0,0,0
26,54000,1,0,0,0,1,0,0,1,0,0
24,30000,1,0,0,1,0,0,0,1,0,0
29,70000,1,0,0,0,1,0,0,1,0,0
25,88315,1,0,0,0,1,1,0,0,0,0
46,85500,0,0,1,1,0,1,0,0,0,0
34,142800,1,0,0,0,1,1,0,0,0,0
36,108900,1,0,0,1,0,0,0,0,1,0
24,40000,1,0,0,0,1,0,0,0,0,1
29,120000,1,0,0,0,1,1,0,0,0,0
26,70000,1,0,0,0,1,0,0,1,0,0
26,65392,1,0,0,0,1,0,0,0,0,1
30,59533,0,1,0,1,0,0,1,0,0,0
37,125000,0,0,1,1,0,1,0,0,0,0
26,84000,1,0,0,1,0,1,0,0,0,0
30,90000,1,0,0,1,0,1,0,0,0,0
39,84000,1,0,0,0,1,0,0,0,0,1
36,56000,0,0,1,0,1,1,0,0,0,0
46,130000,0,0,1,1,0,1,0,0,0,0
38,124000,1,0,0,0,1,1,0,0,0,0
28,74000,1,0,0,0,1,0,0,1,0,0
42,150000,1,0,0,0,1,0,0,1,0,0
26,100000,1,0,0,0,1,0,0,0,1,0
37,106000,1,0,0,0,1,1,0,0,0,0
43,160000,1,0,0,0,1,1,0,0,0,0
32,38500,0,0,1,0,1,0,0,0,0,1
46,47,0,1,0,1,0,0,0,0,0,1
40,150000,1,0,0,1,0,0,0,0,0,1
25,39500,0,0,1,1,0,0,0,0,1,0
23,37530,1,0,0,0,1,0,0,1,0,0
22,120000,1,0,0,1,0,1,0,0,0,0
46,12,1,0,0,1,0,0,0,0,0,1
46,98000,0,0,1,1,0,0,0,0,0,1
40,68000,0,0,1,1,0,0,1,0,0,0
22,138000,1,0,0,0,1,0,0,0,1,0
32,347728,1,0,0,0,1,0,0,0,0,1
25,160000,1,0,0,1,0,0,0,1,0,0
26,115000,1,0,0,0,1,1,0,0,0,0
35,270000,1,0,0,0,1,1,0,0,0,0
39,110000,1,0,0,0,1,0,0,1,0,0
31,41000,1,0,0,0,1,0,0,1,0,0
30,650000,0,0,1,0,1,1,0,0,0,0
38,90000,0,0,1,0,1,0,1,0,0,0
43,170000,1,0,0,0,1,0,0,0,1,0
42,210000,1,0,0,0,1,0,0,0,1,0
30,544726,1,0,0,0,1,0,0,1,0,0
29,105000,0,0,1,0,1,1,0,0,0,0
40,32000,1,0,0,0,1,0,0,1,0,0
31,156000,1,0,0,0,1,1,0,0,0,0
29,95000,1,0,0,0,1,0,0,0,1,0
25,68000,1,0,0,1,0,0,0,1,0,0
43,150000,1,0,0,0,1,1,0,0,0,0
43,350000,1,0,0,1,0,1,0,0,0,0
34,101000,1,0,0,1,0,1,0,0,0,0
24,37500,1,0,0,1,0,0,0,0,0,1
26,55000,1,0,0,0,1,0,0,0,0,1
39,200000,1,0,0,0,1,0,0,1,0,0
25,140000,1,0,0,0,1,0,0,0,1,0
46,105000,0,0,1,1,0,1,0,0,0,0
46,120000,0,0,1,0,1,1,0,0,0,0
46,127000,0,0,1,0,1,0,0,0,0,1
26,120000,1,0,0,0,1,0,1,0,0,0
38,240000,1,0,0,0,1,0,0,1,0,0
27,150000,0,0,1,1,0,0,1,0,0,0
27,90000,1,0,0,0,1,1,0,0,0,0
24,60500,1,0,0,1,0,0,0,0,0,1
43,120000,1,0,0,0,1,0,0,0,0,1
35,110000,1,0,0,0,1,0,0,0,1,0
28,102000,1,0,0,0,1,0,0,1,0,0
35,120000,0,0,1,0,1,0,1,0,0,0
24,115000,1,0,0,1,0,0,0,0,1,0
27,15000,1,0,0,1,0,0,0,1,0,0
25,60000,1,0,0,1,0,0,1,0,0,0
46,165000,0,1,0,0,1,0,0,1,0,0
43,120000,1,0,0,0,1,0,0,0,0,1
31,97000,1,0,0,1,0,1,0,0,0,0
46,350000,1,0,0,0,1,0,0,1,0,0
27,57200,1,0,0,1,0,0,0,0,1,0
30,56291,0,1,0,0,1,0,0,0,1,0
27,111760,1,0,0,0,1,0,1,0,0,0
46,350000,0,0,1,0,1,0,1,0,0,0
24,50,1,0,0,0,1,0,0,0,0,1
35,69000,1,0,0,1,0,1,0,0,0,0
26,196875,1,0,0,1,0,0,0,1,0,0
27,120600,0,0,1,0,1,1,0,0,0,0
43,75980,1,0,0,1,0,1,0,0,0,0
46,177000,1,0,0,0,1,0,0,0,1,0
24,14000,1,0,0,1,0,0,0,0,0,1
36,210000,1,0,0,0,1,0,0,1,0,0
41,118200,0,0,1,1,0,0,0,1,0,0
36,75000,1,0,0,0,1,0,0,0,0,1
22,27000,1,0,0,0,1,0,0,0,0,1
35,106000,1,0,0,0,1,0,0,0,1,0
31,178500,1,0,0,0,1,1,0,0,0,0
27,101000,1,0,0,0,1,1,0,0,0,0
24,94704,0,0,1,1,0,0,0,0,0,1
38,120000,0,0,1,1,0,0,1,0,0,0
46,75000,1,0,0,0,1,1,0,0,0,0
42,89000,1,0,0,1,0,1,0,0,0,0
36,125000,1,0,0,0,1,1,0,0,0,0
35,45000,1,0,0,0,1,0,0,0,0,1
30,105000,1,0,0,1,0,0,0,0,1,0
35,140000,0,0,1,1,0,0,0,0,0,1
24,39000,1,0,0,0,1,0,0,0,0,1
33,68000,0,0,1,0,1,0,0,0,0,1
22,25000,1,0,0,1,0,0,0,0,0,1
31,240000,0,0,1,0,1,0,1,0,0,0
46,150000,1,0,0,0,1,1,0,0,0,0
26,34000,1,0,0,1,0,0,0,1,0,0
38,320000,1,0,0,1,0,0,0,1,0,0
37,100000,1,0,0,1,0,1,0,0,0,0
37,83600,1,0,0,0,1,1,0,0,0,0
43,237000,0,0,1,1,0,0,0,0,1,0
46,166000,0,0,1,0,1,0,0,0,0,1
33,85000,0,0,1,0,1,0,0,0,1,0
27,45000,1,0,0,1,0,0,0,0,0,1
36,180000,1,0,0,1,0,0,0,1,0,0
38,163000,0,0,1,0,1,0,0,0,1,0
24,70000,1,0,0,0,1,0,0,1,0,0
31,80000,0,1,0,0,1,0,0,0,0,1
40,90000,1,0,0,1,0,1,0,0,0,0
33,100000,1,0,0,0,1,0,0,0,1,0
36,136500,0,0,1,0,1,0,0,0,0,1
38,200400,1,0,0,1,0,1,0,0,0,0
23,35000,1,0,0,1,0,0,0,1,0,0
24,51500,1,0,0,0,1,0,0,0,0,1
30,130000,0,0,1,0,1,0,0,0,1,0
35,120000,1,0,0,1,0,0,0,0,0,1
25,29900,1,0,0,1,0,1,0,0,0,0
25,90000,1,0,0,1,0,1,0,0,0,0
39,85000,1,0,0,1,0,0,0,1,0,0
45,18000,1,0,0,1,0,0,0,0,0,1
27,58000,1,0,0,0,1,1,0,0,0,0
34,220000,1,0,0,0,1,0,1,0,0,0
40,83000,1,0,0,1,0,0,0,0,1,0
38,232500,1,0,0,0,1,0,0,1,0,0
32,134000,1,0,0,1,0,0,0,0,0,1
24,45000,0,0,1,0,1,0,0,1,0,0
25,27000,1,0,0,0,1,0,0,1,0,0
25,90000,1,0,0,0,1,0,1,0,0,0
41,83000,0,0,1,0,1,1,0,0,0,0
41,60000,1,0,0,1,0,0,0,0,0,1
22,43300,1,0,0,0,1,0,0,0,1,0
40,130000,1,0,0,0,1,0,0,0,1,0
32,105000,1,0,0,1,0,0,0,0,0,1
22,33000,1,0,0,0,1,0,0,1,0,0
28,35000,1,0,0,1,0,0,0,1,0,0
31,100000,1,0,0,0,1,0,0,0,1,0
32,66000,1,0,0,0,1,0,0,0,0,1
22,800,1,0,0,0,1,0,0,1,0,0
35,55000,0,0,1,1,0,0,0,0,0,1
28,32000,1,0,0,1,0,0,0,1,0,0
22,42000,1,0,0,0,1,0,0,0,0,1
23,42000,1,0,0,0,1,1,0,0,0,0
22,27000,1,0,0,0,1,0,0,1,0,0
28,95000,1,0,0,0,1,1,0,0,0,0
34,172000,1,0,0,1,0,0,0,0,1,0
34,210000,0,0,1,0,1,0,0,0,1,0
36,210000,0,0,1,1,0,0,0,0,1,0
24,6500,1,0,0,0,1,0,0,1,0,0
27,74000,1,0,0,1,0,0,0,0,1,0
46,70200,1,0,0,0,1,1,0,0,0,0
32,100000,1,0,0,0,1,0,0,0,0,1
34,98000,0,0,1,0,1,0,1,0,0,0
22,48000,1,0,0,1,0,0,0,1,0,0
34,75000,0,0,1,0,1,0,0,0,1,0
39,108000,1,0,0,1,0,0,0,0,1,0
36,120000,1,0,0,0,1,0,0,0,0,1
34,85000,0,0,1,1,0,1,0,0,0,0
26,92000,0,0,1,1,0,0,0,0,1,0
35,80000,0,0,1,1,0,1,0,0,0,0
46,145,1,0,0,1,0,1,0,0,0,0
26,50000,1,0,0,0,1,0,0,0,1,0
36,130000,1,0,0,1,0,0,1,0,0,0
43,226000,1,0,0,0,1,0,0,0,1,0
34,185000,1,0,0,0,1,0,0,0,1,0
25,72000,1,0,0,1,0,1,0,0,0,0
38,210000,1,0,0,1,0,0,1,0,0,0
30,120000,1,0,0,1,0,1,0,0,0,0
24,37.5,1,0,0,1,0,0,0,1,0,0
32,78000,1,0,0,1,0,1,0,0,0,0
29,210000,0,0,1,0,1,0,0,0,1,0
24,38000,1,0,0,0,1,1,0,0,0,0
29,220000,0,0,1,0,1,0,1,0,0,0
29,100000,1,0,0,0,1,1,0,0,0,0
25,160000,1,0,0,0,1,0,0,1,0,0
46,110000,1,0,0,1,0,0,0,0,0,1
42,100000,1,0,0,0,1,0,0,0,1,0
35,69000,1,0,0,0,1,1,0,0,0,0
24,153039,1,0,0,1,0,0,0,1,0,0
26,130000,1,0,0,0,1,0,0,0,1,0
28,90,1,0,0,0,1,0,0,0,0,1
41,118000,0,0,1,1,0,1,0,0,0,0
30,120000,1,0,0,1,0,1,0,0,0,0
30,94000,1,0,0,1,0,1,0,0,0,0
32,93334,1,0,0,1,0,0,0,0,1,0
23,146000,1,0,0,0,1,0,1,0,0,0
43,132000,1,0,0,1,0,0,1,0,0,0
36,85000,1,0,0,0,1,0,0,1,0,0
46,120000,1,0,0,0,1,1,0,0,0,0
33,95,1,0,0,0,1,0,0,1,0,0
30,130000,1,0,0,0,1,0,0,1,0,0
33,70215,1,0,0,0,1,1,0,0,0,0
42,60000,0,1,0,1,0,0,0,0,0,1
32,170000,1,0,0,0,1,1,0,0,0,0
36,75000,1,0,0,1,0,0,0,0,0,1
38,120000,1,0,0,1,0,1,0,0,0,0
37,220000,0,0,1,1,0,0,0,0,1,0
25,150000,0,0,1,1,0,0,1,0,0,0
25,32000,1,0,0,1,0,0,0,0,1,0
34,190000,1,0,0,0,1,0,0,1,0,0
29,70000,1,0,0,1,0,0,0,0,0,1
39,260000,1,0,0,1,0,0,0,0,1,0
31,50000,1,0,0,1,0,0,0,1,0,0
25,105000,1,0,0,0,1,0,0,0,1,0
24,60000,1,0,0,1,0,0,0,1,0,0
31,80000,1,0,0,0,1,0,0,0,0,1
25,46000,1,0,0,0,1,0,0,0,0,1
36,72000,0,0,1,1,0,1,0,0,0,0
45,44000,0,1,0,1,0,0,0,0,0,1
39,52000,0,0,1,0,1,0,0,0,1,0
29,50922,1,0,0,0,1,0,0,0,0,1
31,46000,0,0,1,1,0,0,1,0,0,0
27,105000,1,0,0,0,1,0,0,1,0,0
44,105000,1,0,0,0,1,0,0,0,1,0
44,90000,1,0,0,1,0,1,0,0,0,0
26,37000,1,0,0,0,1,0,0,0,1,0
28,2,1,0,0,1,0,0,0,1,0,0
24,40000,1,0,0,0,1,0,0,1,0,0
40,131000,0,0,1,1,0,0,0,0,1,0
32,98000,0,0,1,0,1,0,0,0,1,0
27,29000,1,0,0,1,0,0,0,0,0,1
33,103455,1,0,0,0,1,0,1,0,0,0
30,62000,1,0,0,0,1,1,0,0,0,0
32,203000,1,0,0,1,0,1,0,0,0,0
30,71000,1,0,0,0,1,0,0,0,0,1
31,110000,1,0,0,0,1,0,0,1,0,0
33,81000,1,0,0,1,0,0,0,1,0,0
37,3670,1,0,0,1,0,0,0,1,0,0
23,60000,1,0,0,1,0,1,0,0,0,0
35,100000,0,0,1,0,1,1,0,0,0,0
31,43000,1,0,0,1,0,0,0,0,1,0
40,300000,1,0,0,0,1,0,0,1,0,0
37,87000,1,0,0,0,1,0,0,0,0,1
30,58000,1,0,0,1,0,0,0,0,0,1
36,180000,1,0,0,0,1,1,0,0,0,0
28,63000,1,0,0,0,1,0,0,0,0,1
34,98000,1,0,0,0,1,0,0,0,1,0
34,120000,0,0,1,1,0,0,0,0,1,0
33,75000,1,0,0,0,1,0,0,1,0,0
23,45000,1,0,0,0,1,0,0,0,0,1
34,50000,0,0,1,1,0,0,0,1,0,0
31,93856,1,0,0,1,0,0,0,0,1,0
31,48000,1,0,0,0,1,0,0,1,0,0
30,290000,1,0,0,0,1,0,1,0,0,0
27,183645,0,0,1,1,0,0,0,0,0,1
30,172000,1,0,0,1,0,0,1,0,0,0
34,186000,1,0,0,1,0,0,0,0,0,1
26,25000,1,0,0,0,1,1,0,0,0,0
38,85000,1,0,0,1,0,0,0,1,0,0
30,180000,0,0,1,0,1,1,0,0,0,0
25,144000,1,0,0,0,1,1,0,0,0,0
28,150000,1,0,0,1,0,0,1,0,0,0
26,80000,1,0,0,1,0,0,0,0,1,0
46,480000,1,0,0,0,1,1,0,0,0,0
42,150000,1,0,0,1,0,0,0,0,1,0
28,105000,1,0,0,0,1,1,0,0,0,0
24,96000,1,0,0,1,0,1,0,0,0,0
33,165000,1,0,0,0,1,0,0,0,1,0
37,95000,0,0,1,1,0,0,1,0,0,0
33,88000,0,0,1,1,0,0,1,0,0,0
31,112000,1,0,0,0,1,1,0,0,0,0
42,59500,1,0,0,0,1,1,0,0,0,0
40,120000,1,0,0,0,1,1,0,0,0,0
35,105000,1,0,0,0,1,1,0,0,0,0
33,48000,1,0,0,0,1,1,0,0,0,0
30,47000,1,0,0,1,0,0,0,0,1,0
29,53000,1,0,0,0,1,1,0,0,0,0
23,63000,1,0,0,0,1,0,0,1,0,0
31,39000,0,0,1,0,1,1,0,0,0,0
29,151539,0,0,1,1,0,0,1,0,0,0
39,72888,0,0,1,1,0,1,0,0,0,0
40,447000,1,0,0,0,1,0,1,0,0,0
30,250000,1,0,0,0,1,0,0,1,0,0
39,100000,1,0,0,1,0,0,0,0,0,1
34,40000,1,0,0,0,1,0,0,1,0,0
32,110550,1,0,0,1,0,1,0,0,0,0
40,75000,0,0,1,1,0,0,0,1,0,0
36,111000,0,1,0,0,1,0,0,1,0,0
32,658555,1,0,0,0,1,0,1,0,0,0
34,60000,1,0,0,0,1,0,0,1,0,0
23,160000,0,0,1,0,1,0,0,1,0,0
25,90000,1,0,0,0,1,0,0,1,0,0
33,78000,0,0,1,1,0,1,0,0,0,0
34,53000,1,0,0,0,1,1,0,0,0,0
46,59000,1,0,0,0,1,0,0,1,0,0
40,110000,1,0,0,1,0,0,1,0,0,0
22,27500,1,0,0,0,1,0,0,0,0,1
26,105000,1,0,0,1,0,0,0,0,1,0
46,59000,1,0,0,0,1,0,0,1,0,0
32,126000,0,0,1,0,1,0,0,0,1,0
30,75000,0,0,1,1,0,0,0,1,0,0
30,39000,0,0,1,1,0,1,0,0,0,0
34,53000,0,0,1,1,0,0,0,1,0,0
22,40000,1,0,0,0,1,0,0,1,0,0
44,99500,1,0,0,0,1,1,0,0,0,0
22,70000,1,0,0,0,1,0,0,0,0,1
31,92000,1,0,0,1,0,0,1,0,0,0
25,60000,1,0,0,0,1,0,0,0,0,1
25,31000,1,0,0,1,0,0,0,1,0,0
26,60000,1,0,0,0,1,0,0,0,1,0
31,105000,1,0,0,0,1,0,0,1,0,0
27,250000,1,0,0,0,1,0,0,1,0,0
27,63000,1,0,0,0,1,0,0,0,1,0
46,120000,1,0,0,1,0,1,0,0,0,0
27,235000,0,0,1,0,1,0,1,0,0,0
42,70000,1,0,0,1,0,0,0,1,0,0
30,57500,0,1,0,0,1,0,0,0,0,1
24,55000,1,0,0,1,0,0,0,1,0,0
46,160000,0,0,1,1,0,0,0,0,0,1
38,88099,1,0,0,1,0,0,1,0,0,0
22,50000,1,0,0,0,1,1,0,0,0,0
34,140000,1,0,0,1,0,0,1,0,0,0
37,75000,1,0,0,1,0,0,0,0,1,0
46,133000,1,0,0,1,0,0,0,0,1,0
34,28000,1,0,0,1,0,0,0,1,0,0
34,264000,0,0,1,0,1,0,0,1,0,0
42,70000,1,0,0,1,0,0,0,1,0,0
35,91184,1,0,0,0,1,0,0,0,1,0
45,40000,1,0,0,0,1,0,0,1,0,0
23,51000,1,0,0,0,1,0,0,1,0,0
32,36000,1,0,0,1,0,0,0,0,0,1
32,36000,1,0,0,1,0,0,0,0,0,1
38,75000,1,0,0,0,1,0,1,0,0,0
32,101.033,1,0,0,0,1,0,0,1,0,0
38,230000,1,0,0,1,0,0,0,1,0,0
23,103000,1,0,0,0,1,0,0,1,0,0
25,45000,1,0,0,0,1,1,0,0,0,0
40,50000,1,0,0,1,0,0,0,0,1,0
31,45368,0,0,1,1,0,0,0,1,0,0
29,150000,0,0,1,0,1,1,0,0,0,0
28,283500,0,1,0,1,0,0,0,1,0,0
24,115000,1,0,0,1,0,0,0,1,0,0
39,300000,1,0,0,0,1,0,1,0,0,0
46,236000,1,0,0,1,0,0,0,0,1,0
22,92000,1,0,0,0,1,0,1,0,0,0
30,72000,1,0,0,0,1,0,0,0,1,0
22,30000,1,0,0,0,1,0,0,1,0,0
41,190000,1,0,0,0,1,0,0,0,1,0
34,70000,1,0,0,0,1,1,0,0,0,0
33,112000,1,0,0,0,1,1,0,0,0,0
35,125000,1,0,0,0,1,0,0,0,1,0
36,60000,1,0,0,0,1,1,0,0,0,0
46,95000,1,0,0,1,0,0,0,0,1,0
32,98000,1,0,0,1,0,1,0,0,0,0
37,54000,0,0,1,1,0,0,0,0,0,1
33,90000,1,0,0,1,0,1,0,0,0,0
27,54200,1,0,0,1,0,1,0,0,0,0
37,92000,1,0,0,0,1,1,0,0,0,0
36,80000,1,0,0,1,0,0,0,1,0,0
34,120000,0,0,1,1,0,1,0,0,0,0
31,35000,1,0,0,1,0,1,0,0,0,0
25,80000,1,0,0,0,1,0,0,0,1,0
23,35000,1,0,0,0,1,0,0,1,0,0
28,32000,1,0,0,0,1,0,0,1,0,0
28,105000,1,0,0,0,1,1,0,0,0,0
